Gross/ Net;Economic activity;Time period;Average monthly wages
Gross;R93 Sports activities and amusement and recreation activities;September 2014;674
Gross;R93 Sports activities and amusement and recreation activities;October 2014;666
Gross;R93 Sports activities and amusement and recreation activities;November 2014;645
Gross;R93 Sports activities and amusement and recreation activities;December 2014;658
Gross;R93 Sports activities and amusement and recreation activities;January 2015;668
Gross;R93 Sports activities and amusement and recreation activities;February 2015;662
Gross;R93 Sports activities and amusement and recreation activities;March 2015;712
Gross;R93 Sports activities and amusement and recreation activities;April 2015;766
Gross;R93 Sports activities and amusement and recreation activities;May 2015;664
Gross;R93 Sports activities and amusement and recreation activities;June 2015;658
Gross;R93 Sports activities and amusement and recreation activities;July 2015;707
Gross;R93 Sports activities and amusement and recreation activities;August 2015;705
Gross;R93 Sports activities and amusement and recreation activities;September 2015;693
Gross;R93 Sports activities and amusement and recreation activities;October 2015;697
Gross;R93 Sports activities and amusement and recreation activities;November 2015;711
Gross;R93 Sports activities and amusement and recreation activities;December 2015;769
Gross;R93 Sports activities and amusement and recreation activities;January 2016;744
Gross;R93 Sports activities and amusement and recreation activities;February 2016;711
Gross;R93 Sports activities and amusement and recreation activities;March 2016;746
Gross;R93 Sports activities and amusement and recreation activities;April 2016;689
Gross;R93 Sports activities and amusement and recreation activities;May 2016;678
Gross;R93 Sports activities and amusement and recreation activities;June 2016;665
Gross;R93 Sports activities and amusement and recreation activities;July 2016;674
Gross;R93 Sports activities and amusement and recreation activities;August 2016;686
Gross;R93 Sports activities and amusement and recreation activities;September 2016;668
Gross;R93 Sports activities and amusement and recreation activities;October 2016;701
Gross;R93 Sports activities and amusement and recreation activities;November 2016;736
Gross;R93 Sports activities and amusement and recreation activities;December 2016;801
Gross;R93 Sports activities and amusement and recreation activities;January 2017;771
Gross;R93 Sports activities and amusement and recreation activities;February 2017;786
Gross;R93 Sports activities and amusement and recreation activities;March 2017;803
Gross;R93 Sports activities and amusement and recreation activities;April 2017;923
Gross;R93 Sports activities and amusement and recreation activities;May 2017;764
Gross;R93 Sports activities and amusement and recreation activities;June 2017;777
Gross;R93 Sports activities and amusement and recreation activities;July 2017;768
Gross;R93 Sports activities and amusement and recreation activities;August 2017;772
Gross;R93 Sports activities and amusement and recreation activities;September 2017;784
Gross;R93 Sports activities and amusement and recreation activities;October 2017;780
Gross;R93 Sports activities and amusement and recreation activities;November 2017;780
Gross;R93 Sports activities and amusement and recreation activities;December 2017;881
Gross;R93 Sports activities and amusement and recreation activities;January 2018;823
Gross;R93 Sports activities and amusement and recreation activities;February 2018;781
Gross;R93 Sports activities and amusement and recreation activities;March 2018;834
Gross;R93 Sports activities and amusement and recreation activities;April 2018;848
Gross;R93 Sports activities and amusement and recreation activities;May 2018;836
Gross;R93 Sports activities and amusement and recreation activities;June 2018;864
Gross;R93 Sports activities and amusement and recreation activities;July 2018;859
Gross;R93 Sports activities and amusement and recreation activities;August 2018;870
Gross;R93 Sports activities and amusement and recreation activities;September 2018;893
Gross;R93 Sports activities and amusement and recreation activities;October 2018;860
Gross;R93 Sports activities and amusement and recreation activities;November 2018;896
Gross;R93 Sports activities and amusement and recreation activities;December 2018;897
Gross;R93 Sports activities and amusement and recreation activities;January 2019;887
Gross;R93 Sports activities and amusement and recreation activities;February 2019;863
Gross;R93 Sports activities and amusement and recreation activities;March 2019;925
Gross;R93 Sports activities and amusement and recreation activities;April 2019;951
Gross;R93 Sports activities and amusement and recreation activities;May 2019;912
Gross;R93 Sports activities and amusement and recreation activities;June 2019;877
Gross;R93 Sports activities and amusement and recreation activities;July 2019;840
Gross;R93 Sports activities and amusement and recreation activities;August 2019;845
Gross;R93 Sports activities and amusement and recreation activities;September 2019;860
Gross;R93 Sports activities and amusement and recreation activities;October 2019;964
Gross;R93 Sports activities and amusement and recreation activities;November 2019;1133
Gross;R93 Sports activities and amusement and recreation activities;December 2019;1083
Gross;R93 Sports activities and amusement and recreation activities;January 2020;949
Gross;R93 Sports activities and amusement and recreation activities;February 2020;950
Gross;R93 Sports activities and amusement and recreation activities;March 2020;905
Gross;R93 Sports activities and amusement and recreation activities;April 2020;913
Gross;R93 Sports activities and amusement and recreation activities;May 2020;928
Gross;R93 Sports activities and amusement and recreation activities;June 2020;1109
Gross;R93 Sports activities and amusement and recreation activities;July 2020;1047
Gross;R93 Sports activities and amusement and recreation activities;August 2020;1162
Gross;R93 Sports activities and amusement and recreation activities;September 2020;1117
Gross;R93 Sports activities and amusement and recreation activities;October 2020;1190
Gross;R93 Sports activities and amusement and recreation activities;November 2020;1249
Gross;R93 Sports activities and amusement and recreation activities;December 2020;1179
Gross;R93 Sports activities and amusement and recreation activities;January 2021;1308
Gross;R93 Sports activities and amusement and recreation activities;February 2021;1367
Gross;R93 Sports activities and amusement and recreation activities;March 2021;1467
Gross;R93 Sports activities and amusement and recreation activities;April 2021;1296
Gross;R93 Sports activities and amusement and recreation activities;May 2021;1302
Gross;R93 Sports activities and amusement and recreation activities;June 2021;1336
Gross;R93 Sports activities and amusement and recreation activities;July 2021;1337
Gross;R93 Sports activities and amusement and recreation activities;August 2021;1695
Gross;R93 Sports activities and amusement and recreation activities;September 2021;1521
Gross;R93 Sports activities and amusement and recreation activities;October 2021;1475
Gross;R93 Sports activities and amusement and recreation activities;November 2021;1616
Gross;R93 Sports activities and amusement and recreation activities;December 2021;1649
Gross;R93 Sports activities and amusement and recreation activities;January 2022;1478
Gross;R93 Sports activities and amusement and recreation activities;February 2022;1793
Gross;R93 Sports activities and amusement and recreation activities;March 2022;1450
Gross;R93 Sports activities and amusement and recreation activities;April 2022;1333
Gross;R93 Sports activities and amusement and recreation activities;May 2022;1289
Gross;R93 Sports activities and amusement and recreation activities;June 2022;1345
Gross;R93 Sports activities and amusement and recreation activities;July 2022;1286
Gross;R93 Sports activities and amusement and recreation activities;August 2022;1273
Gross;R93 Sports activities and amusement and recreation activities;September 2022;1319
Gross;R93 Sports activities and amusement and recreation activities;October 2022;1416
Gross;R93 Sports activities and amusement and recreation activities;November 2022;1517
Gross;R93 Sports activities and amusement and recreation activities;December 2022;1542
Gross;R93 Sports activities and amusement and recreation activities;January 2023;1341
Gross;R93 Sports activities and amusement and recreation activities;February 2023;1368
Gross;R93 Sports activities and amusement and recreation activities;March 2023;1414
Gross;R93 Sports activities and amusement and recreation activities;April 2023;1307
Gross;R93 Sports activities and amusement and recreation activities;May 2023;1405
Gross;R93 Sports activities and amusement and recreation activities;June 2023;1315
Gross;R93 Sports activities and amusement and recreation activities;July 2023;1376
Gross;R93 Sports activities and amusement and recreation activities;August 2023;1415
Gross;R93 Sports activities and amusement and recreation activities;September 2023;1389
Gross;R93 Sports activities and amusement and recreation activities;October 2023;1515
Gross;R93 Sports activities and amusement and recreation activities;November 2023;1474
Gross;R93 Sports activities and amusement and recreation activities;December 2023;1541
Gross;R93 Sports activities and amusement and recreation activities;January 2024;1396
Gross;R93 Sports activities and amusement and recreation activities;February 2024;1477
Gross;R93 Sports activities and amusement and recreation activities;March 2024;1521
Gross;R93 Sports activities and amusement and recreation activities;April 2024;1514
Gross;R93 Sports activities and amusement and recreation activities;May 2024;1535
Gross;R93 Sports activities and amusement and recreation activities;June 2024;1544
Gross;R93 Sports activities and amusement and recreation activities;July 2024;1516
Gross;R93 Sports activities and amusement and recreation activities;August 2024;1543
Gross;R93 Sports activities and amusement and recreation activities;September 2024;1612
Gross;R93 Sports activities and amusement and recreation activities;October 2024;1607
Gross;R93 Sports activities and amusement and recreation activities;November 2024;1927
Gross;R93 Sports activities and amusement and recreation activities;December 2024;1761
Gross;S Other service activities;January 2005;226
Gross;S Other service activities;February 2005;224
Gross;S Other service activities;March 2005;234
Gross;S Other service activities;April 2005;231
Gross;S Other service activities;May 2005;232
Gross;S Other service activities;June 2005;236
Gross;S Other service activities;July 2005;237
Gross;S Other service activities;August 2005;235
Gross;S Other service activities;September 2005;234
Gross;S Other service activities;October 2005;251
Gross;S Other service activities;November 2005;248
Gross;S Other service activities;December 2005;279
Gross;S Other service activities;January 2006;229
Gross;S Other service activities;February 2006;225
Gross;S Other service activities;March 2006;249
Gross;S Other service activities;April 2006;245
Gross;S Other service activities;May 2006;247
Gross;S Other service activities;June 2006;257
Gross;S Other service activities;July 2006;267
Gross;S Other service activities;August 2006;269
Gross;S Other service activities;September 2006;265
Gross;S Other service activities;October 2006;260
Gross;S Other service activities;November 2006;277
Gross;S Other service activities;December 2006;282
Gross;S Other service activities;January 2007;311
Gross;S Other service activities;February 2007;299
Gross;S Other service activities;March 2007;320
Gross;S Other service activities;April 2007;312
Gross;S Other service activities;May 2007;319
Gross;S Other service activities;June 2007;325
Gross;S Other service activities;July 2007;338
Gross;S Other service activities;August 2007;337
Gross;S Other service activities;September 2007;332
Gross;S Other service activities;October 2007;350
Gross;S Other service activities;November 2007;356
Gross;S Other service activities;December 2007;365
Gross;S Other service activities;January 2008;390
Gross;S Other service activities;February 2008;386
Gross;S Other service activities;March 2008;402
Gross;S Other service activities;April 2008;409
Gross;S Other service activities;May 2008;403
Gross;S Other service activities;June 2008;404
Gross;S Other service activities;July 2008;430
Gross;S Other service activities;August 2008;408
Gross;S Other service activities;September 2008;404
Gross;S Other service activities;October 2008;442
Gross;S Other service activities;November 2008;437
Gross;S Other service activities;December 2008;434
Gross;S Other service activities;January 2009;463
Gross;S Other service activities;February 2009;456
Gross;S Other service activities;March 2009;467
Gross;S Other service activities;April 2009;453
Gross;S Other service activities;May 2009;449
Gross;S Other service activities;June 2009;472
Gross;S Other service activities;July 2009;479
Gross;S Other service activities;August 2009;463
Gross;S Other service activities;September 2009;470
Gross;S Other service activities;October 2009;481
Gross;S Other service activities;November 2009;495
Gross;S Other service activities;December 2009;511
Gross;S Other service activities;January 2010;488
Gross;S Other service activities;February 2010;481
Gross;S Other service activities;March 2010;520
Gross;S Other service activities;April 2010;487
Gross;S Other service activities;May 2010;494
Gross;S Other service activities;June 2010;504
Gross;S Other service activities;July 2010;508
Gross;S Other service activities;August 2010;508
Gross;S Other service activities;September 2010;511
Gross;S Other service activities;October 2010;491
Gross;S Other service activities;November 2010;489
Gross;S Other service activities;December 2010;541
Gross;S Other service activities;January 2011;520
Gross;S Other service activities;February 2011;517
Gross;S Other service activities;March 2011;564
Gross;S Other service activities;April 2011;524
Gross;S Other service activities;May 2011;524
Gross;S Other service activities;June 2011;538
Gross;S Other service activities;July 2011;550
Gross;S Other service activities;August 2011;557
Gross;S Other service activities;September 2011;539
Gross;S Other service activities;October 2011;544
Gross;S Other service activities;November 2011;572
Gross;S Other service activities;December 2011;587
Gross;S Other service activities;January 2012;554
Gross;S Other service activities;February 2012;554
Gross;S Other service activities;March 2012;582
Gross;S Other service activities;April 2012;550
Gross;S Other service activities;May 2012;560
Gross;S Other service activities;June 2012;564
Gross;S Other service activities;July 2012;595
Gross;S Other service activities;August 2012;572
Gross;S Other service activities;September 2012;561
Gross;S Other service activities;October 2012;570
Gross;S Other service activities;November 2012;568
Gross;S Other service activities;December 2012;602
Gross;S Other service activities;January 2013;582
Gross;S Other service activities;February 2013;563
Gross;S Other service activities;March 2013;574
Gross;S Other service activities;April 2013;590
Gross;S Other service activities;May 2013;590
Gross;S Other service activities;June 2013;602
Gross;S Other service activities;July 2013;618
Gross;S Other service activities;August 2013;603
Gross;S Other service activities;September 2013;589
Gross;S Other service activities;October 2013;596
Gross;S Other service activities;November 2013;582
Gross;S Other service activities;December 2013;641
Gross;S Other service activities;January 2014;604
Gross;S Other service activities;February 2014;595
Gross;S Other service activities;March 2014;619
Gross;S Other service activities;April 2014;618
Gross;S Other service activities;May 2014;615
Gross;S Other service activities;June 2014;622
Gross;S Other service activities;July 2014;635
Gross;S Other service activities;August 2014;617
Gross;S Other service activities;September 2014;621
Gross;S Other service activities;October 2014;634
Gross;S Other service activities;November 2014;606
Gross;S Other service activities;December 2014;638
Gross;S Other service activities;January 2015;624
Gross;S Other service activities;February 2015;617
Gross;S Other service activities;March 2015;665
Gross;S Other service activities;April 2015;638
Gross;S Other service activities;May 2015;644
Gross;S Other service activities;June 2015;657
Gross;S Other service activities;July 2015;679
Gross;S Other service activities;August 2015;659
Gross;S Other service activities;September 2015;659
Gross;S Other service activities;October 2015;670
Gross;S Other service activities;November 2015;648
Gross;S Other service activities;December 2015;691
Gross;S Other service activities;January 2016;674
Gross;S Other service activities;February 2016;661
Gross;S Other service activities;March 2016;717
Gross;S Other service activities;April 2016;702
Gross;S Other service activities;May 2016;685
Gross;S Other service activities;June 2016;702
Gross;S Other service activities;July 2016;726
Gross;S Other service activities;August 2016;707
Gross;S Other service activities;September 2016;699
Gross;S Other service activities;October 2016;717
Gross;S Other service activities;November 2016;750
Gross;S Other service activities;December 2016;771
Gross;S Other service activities;January 2017;701
Gross;S Other service activities;February 2017;691
Gross;S Other service activities;March 2017;716
Gross;S Other service activities;April 2017;711
Gross;S Other service activities;May 2017;727
Gross;S Other service activities;June 2017;746
Gross;S Other service activities;July 2017;751
Gross;S Other service activities;August 2017;760
Gross;S Other service activities;September 2017;743
Gross;S Other service activities;October 2017;741
Gross;S Other service activities;November 2017;743
Gross;S Other service activities;December 2017;788
Gross;S Other service activities;January 2018;796
Gross;S Other service activities;February 2018;753
Gross;S Other service activities;March 2018;797
Gross;S Other service activities;April 2018;790
Gross;S Other service activities;May 2018;803
Gross;S Other service activities;June 2018;838
Gross;S Other service activities;July 2018;823
Gross;S Other service activities;August 2018;839
Gross;S Other service activities;September 2018;808
Gross;S Other service activities;October 2018;831
Gross;S Other service activities;November 2018;852
Gross;S Other service activities;December 2018;860
Gross;S Other service activities;January 2019;808
Gross;S Other service activities;February 2019;797
Gross;S Other service activities;March 2019;826
Gross;S Other service activities;April 2019;809
Gross;S Other service activities;May 2019;821
Gross;S Other service activities;June 2019;800
Gross;S Other service activities;July 2019;814
Gross;S Other service activities;August 2019;803
Gross;S Other service activities;September 2019;821
Gross;S Other service activities;October 2019;834
Gross;S Other service activities;November 2019;831
Gross;S Other service activities;December 2019;878
Gross;S Other service activities;January 2020;922
Gross;S Other service activities;February 2020;866
Gross;S Other service activities;March 2020;894
Gross;S Other service activities;April 2020;919
Gross;S Other service activities;May 2020;940
Gross;S Other service activities;June 2020;926
Gross;S Other service activities;July 2020;946
Gross;S Other service activities;August 2020;929
Gross;S Other service activities;September 2020;944
Gross;S Other service activities;October 2020;959
Gross;S Other service activities;November 2020;945
Gross;S Other service activities;December 2020;1031
Gross;S Other service activities;January 2021;1074
Gross;S Other service activities;February 2021;1047
Gross;S Other service activities;March 2021;1040
Gross;S Other service activities;April 2021;994
Gross;S Other service activities;May 2021;1001
Gross;S Other service activities;June 2021;1033
Gross;S Other service activities;July 2021;1102
Gross;S Other service activities;August 2021;1093
Gross;S Other service activities;September 2021;1084
Gross;S Other service activities;October 2021;1070
Gross;S Other service activities;November 2021;1033
Gross;S Other service activities;December 2021;1145
Gross;S Other service activities;January 2022;1019
Gross;S Other service activities;February 2022;1023
Gross;S Other service activities;March 2022;1161
Gross;S Other service activities;April 2022;1091
Gross;S Other service activities;May 2022;1079
Gross;S Other service activities;June 2022;1102
Gross;S Other service activities;July 2022;1075
Gross;S Other service activities;August 2022;1158
Gross;S Other service activities;September 2022;1115
Gross;S Other service activities;October 2022;1134
Gross;S Other service activities;November 2022;1163
Gross;S Other service activities;December 2022;1220
Gross;S Other service activities;January 2023;1188
Gross;S Other service activities;February 2023;1149
Gross;S Other service activities;March 2023;1255
Gross;S Other service activities;April 2023;1187
Gross;S Other service activities;May 2023;1190
Gross;S Other service activities;June 2023;1215
Gross;S Other service activities;July 2023;1239
Gross;S Other service activities;August 2023;1264
Gross;S Other service activities;September 2023;1256
Gross;S Other service activities;October 2023;1321
Gross;S Other service activities;November 2023;1304
Gross;S Other service activities;December 2023;1400
Gross;S Other service activities;January 2024;1330
Gross;S Other service activities;February 2024;1331
Gross;S Other service activities;March 2024;1414
Gross;S Other service activities;April 2024;1370
Gross;S Other service activities;May 2024;1393
Gross;S Other service activities;June 2024;1383
Gross;S Other service activities;July 2024;1442
Gross;S Other service activities;August 2024;1438
Gross;S Other service activities;September 2024;1422
Gross;S Other service activities;October 2024;1459
Gross;S Other service activities;November 2024;1419
Gross;S Other service activities;December 2024;1618
Gross;S94 Activities of membership organisations;January 2005;452
Gross;S94 Activities of membership organisations;February 2005;448
Gross;S94 Activities of membership organisations;March 2005;490
Gross;S94 Activities of membership organisations;April 2005;448
Gross;S94 Activities of membership organisations;May 2005;463
Gross;S94 Activities of membership organisations;June 2005;508
Gross;S94 Activities of membership organisations;July 2005;512
Gross;S94 Activities of membership organisations;August 2005;479
Gross;S94 Activities of membership organisations;September 2005;482
Gross;S94 Activities of membership organisations;October 2005;519
Gross;S94 Activities of membership organisations;November 2005;503
Gross;S94 Activities of membership organisations;December 2005;603
Gross;S94 Activities of membership organisations;January 2006;375
Gross;S94 Activities of membership organisations;February 2006;383
Gross;S94 Activities of membership organisations;March 2006;438
Gross;S94 Activities of membership organisations;April 2006;439
Gross;S94 Activities of membership organisations;May 2006;409
Gross;S94 Activities of membership organisations;June 2006;445
Gross;S94 Activities of membership organisations;July 2006;471
Gross;S94 Activities of membership organisations;August 2006;462
Gross;S94 Activities of membership organisations;September 2006;472
Gross;S94 Activities of membership organisations;October 2006;431
Gross;S94 Activities of membership organisations;November 2006;483
Gross;S94 Activities of membership organisations;December 2006;524
Gross;S94 Activities of membership organisations;January 2007;448
Gross;S94 Activities of membership organisations;February 2007;421
Gross;S94 Activities of membership organisations;March 2007;463
Gross;S94 Activities of membership organisations;April 2007;436
Gross;S94 Activities of membership organisations;May 2007;447
Gross;S94 Activities of membership organisations;June 2007;478
Gross;S94 Activities of membership organisations;July 2007;500
Gross;S94 Activities of membership organisations;August 2007;482
Gross;S94 Activities of membership organisations;September 2007;483
Gross;S94 Activities of membership organisations;October 2007;483
Gross;S94 Activities of membership organisations;November 2007;499
Gross;S94 Activities of membership organisations;December 2007;521
Gross;S94 Activities of membership organisations;January 2008;473
Gross;S94 Activities of membership organisations;February 2008;464
Gross;S94 Activities of membership organisations;March 2008;497
Gross;S94 Activities of membership organisations;April 2008;510
Gross;S94 Activities of membership organisations;May 2008;485
Gross;S94 Activities of membership organisations;June 2008;501
Gross;S94 Activities of membership organisations;July 2008;548
Gross;S94 Activities of membership organisations;August 2008;513
Gross;S94 Activities of membership organisations;September 2008;486
Gross;S94 Activities of membership organisations;October 2008;589
Gross;S94 Activities of membership organisations;November 2008;617
Gross;S94 Activities of membership organisations;December 2008;592
Gross;S94 Activities of membership organisations;January 2009;660
Gross;S94 Activities of membership organisations;February 2009;659
Gross;S94 Activities of membership organisations;March 2009;668
Gross;S94 Activities of membership organisations;April 2009;653
Gross;S94 Activities of membership organisations;May 2009;643
Gross;S94 Activities of membership organisations;June 2009;702
Gross;S94 Activities of membership organisations;July 2009;694
Gross;S94 Activities of membership organisations;August 2009;676
Gross;S94 Activities of membership organisations;September 2009;682
Gross;S94 Activities of membership organisations;October 2009;705
Gross;S94 Activities of membership organisations;November 2009;760
Gross;S94 Activities of membership organisations;December 2009;790
Gross;S94 Activities of membership organisations;January 2010;714
Gross;S94 Activities of membership organisations;February 2010;711
Gross;S94 Activities of membership organisations;March 2010;764
Gross;S94 Activities of membership organisations;April 2010;735
Gross;S94 Activities of membership organisations;May 2010;733
Gross;S94 Activities of membership organisations;June 2010;735
Gross;S94 Activities of membership organisations;July 2010;814
Gross;S94 Activities of membership organisations;August 2010;854
Gross;S94 Activities of membership organisations;September 2010;838
Gross;S94 Activities of membership organisations;October 2010;782
Gross;S94 Activities of membership organisations;November 2010;770
Gross;S94 Activities of membership organisations;December 2010;883
Gross;S94 Activities of membership organisations;January 2011;753
Gross;S94 Activities of membership organisations;February 2011;752
Gross;S94 Activities of membership organisations;March 2011;810
Gross;S94 Activities of membership organisations;April 2011;774
Gross;S94 Activities of membership organisations;May 2011;747
Gross;S94 Activities of membership organisations;June 2011;771
Gross;S94 Activities of membership organisations;July 2011;838
Gross;S94 Activities of membership organisations;August 2011;796
Gross;S94 Activities of membership organisations;September 2011;761
Gross;S94 Activities of membership organisations;October 2011;767
Gross;S94 Activities of membership organisations;November 2011;862
Gross;S94 Activities of membership organisations;December 2011;896
Gross;S94 Activities of membership organisations;January 2012;780
Gross;S94 Activities of membership organisations;February 2012;795
Gross;S94 Activities of membership organisations;March 2012;863
Gross;S94 Activities of membership organisations;April 2012;788
Gross;S94 Activities of membership organisations;May 2012;796
Gross;S94 Activities of membership organisations;June 2012;793
Gross;S94 Activities of membership organisations;July 2012;913
Gross;S94 Activities of membership organisations;August 2012;830
Gross;S94 Activities of membership organisations;September 2012;841
Gross;S94 Activities of membership organisations;October 2012;818
Gross;S94 Activities of membership organisations;November 2012;833
Gross;S94 Activities of membership organisations;December 2012;982
Gross;S94 Activities of membership organisations;January 2013;907
Gross;S94 Activities of membership organisations;February 2013;885
Gross;S94 Activities of membership organisations;March 2013;892
Gross;S94 Activities of membership organisations;April 2013;927
Gross;S94 Activities of membership organisations;May 2013;913
Gross;S94 Activities of membership organisations;June 2013;1019
Gross;S94 Activities of membership organisations;July 2013;1054
Gross;S94 Activities of membership organisations;August 2013;1009
Gross;S94 Activities of membership organisations;September 2013;936
Gross;S94 Activities of membership organisations;October 2013;920
Gross;S94 Activities of membership organisations;November 2013;904
Gross;S94 Activities of membership organisations;December 2013;1083
Gross;S94 Activities of membership organisations;January 2014;919
Gross;S94 Activities of membership organisations;February 2014;913
Gross;S94 Activities of membership organisations;March 2014;959
Gross;S94 Activities of membership organisations;April 2014;964
Gross;S94 Activities of membership organisations;May 2014;934
Gross;S94 Activities of membership organisations;June 2014;960
Gross;S94 Activities of membership organisations;July 2014;964
Gross;S94 Activities of membership organisations;August 2014;932
Gross;S94 Activities of membership organisations;September 2014;920
Gross;S94 Activities of membership organisations;October 2014;948
Gross;S94 Activities of membership organisations;November 2014;903
Gross;S94 Activities of membership organisations;December 2014;990
Gross;S94 Activities of membership organisations;January 2015;929
Gross;S94 Activities of membership organisations;February 2015;915
Gross;S94 Activities of membership organisations;March 2015;1045
Gross;S94 Activities of membership organisations;April 2015;990
Gross;S94 Activities of membership organisations;May 2015;1024
Gross;S94 Activities of membership organisations;June 2015;1035
Gross;S94 Activities of membership organisations;July 2015;1069
Gross;S94 Activities of membership organisations;August 2015;1012
Gross;S94 Activities of membership organisations;September 2015;1018
Gross;S94 Activities of membership organisations;October 2015;1056
Gross;S94 Activities of membership organisations;November 2015;1015
Gross;S94 Activities of membership organisations;December 2015;1134
Gross;S94 Activities of membership organisations;January 2016;1082
Gross;S94 Activities of membership organisations;February 2016;1052
Gross;S94 Activities of membership organisations;March 2016;1147
Gross;S94 Activities of membership organisations;April 2016;1066
Gross;S94 Activities of membership organisations;May 2016;1046
Gross;S94 Activities of membership organisations;June 2016;1126
Gross;S94 Activities of membership organisations;July 2016;1177
Gross;S94 Activities of membership organisations;August 2016;1111
Gross;S94 Activities of membership organisations;September 2016;1084
Gross;S94 Activities of membership organisations;October 2016;1103
Gross;S94 Activities of membership organisations;November 2016;1237
Gross;S94 Activities of membership organisations;December 2016;1295
Gross;S94 Activities of membership organisations;January 2017;1007
Gross;S94 Activities of membership organisations;February 2017;1000
Gross;S94 Activities of membership organisations;March 2017;1025
Gross;S94 Activities of membership organisations;April 2017;1049
Gross;S94 Activities of membership organisations;May 2017;1054
Gross;S94 Activities of membership organisations;June 2017;1107
Gross;S94 Activities of membership organisations;July 2017;1082
Gross;S94 Activities of membership organisations;August 2017;1128
Gross;S94 Activities of membership organisations;September 2017;1082
Gross;S94 Activities of membership organisations;October 2017;1050
Gross;S94 Activities of membership organisations;November 2017;1097
Gross;S94 Activities of membership organisations;December 2017;1244
Gross;S94 Activities of membership organisations;January 2018;1124
Gross;S94 Activities of membership organisations;February 2018;1078
Gross;S94 Activities of membership organisations;March 2018;1153
Gross;S94 Activities of membership organisations;April 2018;1091
Gross;S94 Activities of membership organisations;May 2018;1093
Gross;S94 Activities of membership organisations;June 2018;1181
Gross;S94 Activities of membership organisations;July 2018;1137
Gross;S94 Activities of membership organisations;August 2018;1195
Gross;S94 Activities of membership organisations;September 2018;1100
Gross;S94 Activities of membership organisations;October 2018;1149
Gross;S94 Activities of membership organisations;November 2018;1183
Gross;S94 Activities of membership organisations;December 2018;1247
Gross;S94 Activities of membership organisations;January 2019;1121
Gross;S94 Activities of membership organisations;February 2019;1108
Gross;S94 Activities of membership organisations;March 2019;1161
Gross;S94 Activities of membership organisations;April 2019;1148
Gross;S94 Activities of membership organisations;May 2019;1148
Gross;S94 Activities of membership organisations;June 2019;1115
Gross;S94 Activities of membership organisations;July 2019;1105
Gross;S94 Activities of membership organisations;August 2019;1110
Gross;S94 Activities of membership organisations;September 2019;1127
Gross;S94 Activities of membership organisations;October 2019;1140
Gross;S94 Activities of membership organisations;November 2019;1159
Gross;S94 Activities of membership organisations;December 2019;1268
Gross;S94 Activities of membership organisations;January 2020;1300
Gross;S94 Activities of membership organisations;February 2020;1209
Gross;S94 Activities of membership organisations;March 2020;1235
Gross;S94 Activities of membership organisations;April 2020;1306
Gross;S94 Activities of membership organisations;May 2020;1332
Gross;S94 Activities of membership organisations;June 2020;1314
Gross;S94 Activities of membership organisations;July 2020;1302
Gross;S94 Activities of membership organisations;August 2020;1276
Gross;S94 Activities of membership organisations;September 2020;1310
Gross;S94 Activities of membership organisations;October 2020;1324
Gross;S94 Activities of membership organisations;November 2020;1280
Gross;S94 Activities of membership organisations;December 2020;1458
Gross;S94 Activities of membership organisations;January 2021;1346
Gross;S94 Activities of membership organisations;February 2021;1316
Gross;S94 Activities of membership organisations;March 2021;1380
Gross;S94 Activities of membership organisations;April 2021;1311
Gross;S94 Activities of membership organisations;May 2021;1309
Gross;S94 Activities of membership organisations;June 2021;1339
Gross;S94 Activities of membership organisations;July 2021;1400
Gross;S94 Activities of membership organisations;August 2021;1401
Gross;S94 Activities of membership organisations;September 2021;1388
Gross;S94 Activities of membership organisations;October 2021;1339
Gross;S94 Activities of membership organisations;November 2021;1305
Gross;S94 Activities of membership organisations;December 2021;1498
Gross;S94 Activities of membership organisations;January 2022;1303
Gross;S94 Activities of membership organisations;February 2022;1313
Gross;S94 Activities of membership organisations;March 2022;1501
Gross;S94 Activities of membership organisations;April 2022;1382
Gross;S94 Activities of membership organisations;May 2022;1342
Gross;S94 Activities of membership organisations;June 2022;1386
Gross;S94 Activities of membership organisations;July 2022;1345
Gross;S94 Activities of membership organisations;August 2022;1561
Gross;S94 Activities of membership organisations;September 2022;1455
Gross;S94 Activities of membership organisations;October 2022;1478
Gross;S94 Activities of membership organisations;November 2022;1530
Gross;S94 Activities of membership organisations;December 2022;1627
Gross;S94 Activities of membership organisations;January 2023;1525
Gross;S94 Activities of membership organisations;February 2023;1454
Gross;S94 Activities of membership organisations;March 2023;1586
Gross;S94 Activities of membership organisations;April 2023;1469
Gross;S94 Activities of membership organisations;May 2023;1474
Gross;S94 Activities of membership organisations;June 2023;1524
Gross;S94 Activities of membership organisations;July 2023;1560
Gross;S94 Activities of membership organisations;August 2023;1587
Gross;S94 Activities of membership organisations;September 2023;1521
Gross;S94 Activities of membership organisations;October 2023;1694
Gross;S94 Activities of membership organisations;November 2023;1637
Gross;S94 Activities of membership organisations;December 2023;1812
Gross;S94 Activities of membership organisations;January 2024;1633
Gross;S94 Activities of membership organisations;February 2024;1628
Gross;S94 Activities of membership organisations;March 2024;1722
Gross;S94 Activities of membership organisations;April 2024;1699
Gross;S94 Activities of membership organisations;May 2024;1714
Gross;S94 Activities of membership organisations;June 2024;1720
Gross;S94 Activities of membership organisations;July 2024;1776
Gross;S94 Activities of membership organisations;August 2024;1765
Gross;S94 Activities of membership organisations;September 2024;1718
